UNITID,EFFYLEV,LSTUDY,EFYTOTLM,EFYTOTLW,EFYTOTLT
165529,1,999,1689,2234,3923
165529,2,1,1475,1954,3429
165529,4,3,214,280,494
165556,1,999,468,968,1436
165556,2,1,468,968,1436
165574,1,999,729,832,1561
165574,2,1,729,832,1561
165608,1,999,9,75,84
165608,2,1,9,75,84
165635,1,999,268,9,277
165635,2,1,268,9,277
165644,1,999,495,799,1294
165644,2,1,417,601,1018
165644,4,3,78,198,276
165662,1,999,1737,2894,4631
165662,2,1,1515,2234,3749
165662,4,3,222,660,882
165671,1,999,768,2165,2933
165671,2,1,664,1843,2507
165671,4,3,104,322,426
165680,1,999,9,123,132
165680,2,1,9,123,132
165699,1,999,1932,5781,7713
165699,2,1,1076,1398,2474
165699,4,3,856,4383,5239
165705,1,999,33,68,101
165705,4,3,33,68,101
165750,1,999,85,81,166
165750,2,1,85,81,166
165802,1,999,512,1480,1992
165802,2,1,512,1480,1992
165820,1,999,3910,7945,11855
165820,2,1,2313,2606,4919
165820,4,3,1597,5339,6936
165866,1,999,2813,7674,10487
165866,2,1,1775,3101,4876
165866,4,3,1038,4573,5611
165884,1,999,602,76,678
165884,2,1,602,76,678
165936,1,999,705,1322,2027
165936,2,1,638,1041,1679
165936,4,3,67,281,348
165945,1,999,1799,730,2529
165945,4,3,1799,730,2529
165981,1,999,1414,1977,3391
165981,2,1,1414,1977,3391
166009,1,999,66,114,180
166009,2,1,66,114,180
166018,1,999,606,917,1523
166018,2,1,606,917,1523
166027,1,999,17053,17359,34412
166027,2,1,6763,7554,14317
166027,4,3,10290,9805,20095
166045,1,999,83,182,265
166045,2,1,7,3,10
166045,4,3,76,179,255
166054,1,999,288,99,387
166054,2,1,83,68,151
166054,4,3,205,31,236
166063,1,999,3,69,72
166063,2,1,3,69,72
166124,1,999,1350,1617,2967
166124,2,1,1350,1617,2967
166133,1,999,3778,6159,9937
166133,2,1,3778,6159,9937
166276,1,999,109,315,424
166276,2,1,109,315,424
166294,1,999,4,106,110
166294,2,1,4,106,110
166319,1,999,1,105,106
166319,2,1,1,105,106
166328,1,999,4,69,73
166328,2,1,4,69,73
166391,1,999,576,1200,1776
166391,2,1,520,1059,1579
166391,4,3,56,141,197
166407,1,999,54,350,404
166407,2,1,54,350,404
166452,1,999,1458,7603,9061
166452,2,1,545,1766,2311
166452,4,3,913,5837,6750
166489,1,999,86,161,247
166489,2,1,26,24,50
166489,4,3,60,137,197
166498,1,999,7,151,158
166498,2,1,7,151,158
166513,1,999,9866,7489,17355
166513,2,1,7761,5444,13205
166513,4,3,2105,2045,4150
166586,1,999,1,71,72
166586,2,1,1,71,72
166595,1,999,2,129,131
166595,2,1,2,129,131
166601,1,999,89,211,300
166601,2,1,89,211,300
166629,1,999,15458,15786,31244
166629,2,1,11859,12156,24015
166629,4,3,3599,3630,7229
166638,1,999,7475,12322,19797
166638,2,1,6016,8633,14649
166638,4,3,1459,3689,5148
166647,1,999,3275,4877,8152
166647,2,1,3275,4877,8152
166656,1,999,1392,3018,4410
166656,2,1,343,1070,1413
166656,4,3,1049,1948,2997
166674,1,999,1117,2205,3322
166674,2,1,1048,2039,3087
166674,4,3,69,166,235
166683,1,999,6991,3988,10979
166683,2,1,2390,1971,4361
166683,4,3,4601,2017,6618
166692,1,999,1251,156,1407
166692,2,1,1175,136,1311
166692,4,3,76,20,96
166708,1,999,440,699,1139
166708,4,3,440,699,1139
166717,1,999,94,364,458
166717,4,3,94,364,458
166805,1,999,113,25,138
166805,2,1,113,25,138
166823,1,999,4886,6526,11412
166823,2,1,4886,6526,11412
166850,1,999,1381,1464,2845
166850,2,1,1358,1338,2696
166850,4,3,23,126,149
166869,1,999,214,1195,1409
166869,2,1,40,278,318
166869,4,3,174,917,1091
166887,1,999,5444,7475,12919
166887,2,1,5444,7475,12919
166911,1,999,98,256,354
166911,2,1,98,256,354
166939,1,999,16,2600,2616
166939,2,1,6,2491,2497
166939,4,3,10,109,119
166948,1,999,542,1006,1548
166948,2,1,540,997,1537
166948,4,3,2,9,11
166957,1,999,2408,4382,6790
166957,2,1,2408,4382,6790
166975,1,999,97,305,402
166975,2,1,97,305,402
166984,1,999,265,572,837
166984,2,1,222,473,695
166984,4,3,43,99,142
167020,1,999,156,1014,1170
167020,2,1,156,1014,1170
167039,1,999,2,32,34
167039,2,1,2,32,34
167057,1,999,414,391,805
167057,2,1,220,192,412
167057,4,3,194,199,393
167093,1,999,123,359,482
167093,4,3,123,359,482
167181,1,999,55,163,218
167181,4,3,55,163,218
167215,1,999,499,633,1132
167215,4,3,499,633,1132
167224,1,999,48,108,156
167224,2,1,48,108,156
167251,1,999,474,644,1118
167251,2,1,474,644,1118
167260,1,999,1097,846,1943
167260,2,1,890,651,1541
167260,4,3,207,195,402
167288,1,999,1029,1553,2582
167288,2,1,812,1150,1962
167288,4,3,217,403,620
167297,1,999,119,39,158
167297,2,1,119,39,158
167312,1,999,4553,6819,11372
167312,2,1,4553,6819,11372
167321,1,999,1418,793,2211
167321,2,1,1418,793,2211
167358,1,999,16476,17990,34466
167358,2,1,10935,11460,22395
167358,4,3,5541,6530,12071
167376,1,999,3783,6143,9926
167376,2,1,3783,6143,9926
167394,1,999,311,1342,1653
167394,2,1,254,915,1169
167394,4,3,57,427,484
167455,1,999,5,499,504
167455,2,1,0,457,457
167455,4,3,5,42,47
167464,1,999,56,0,56
167464,4,3,56,0,56
167525,1,999,2413,4930,7343
167525,2,1,2413,4930,7343
167534,1,999,4972,6484,11456
167534,2,1,4972,6484,11456
167543,1,999,1042,39,1081
167543,2,1,1042,39,1081
167598,1,999,293,1828,2121
167598,2,1,225,1028,1253
167598,4,3,68,800,868
167631,1,999,1399,2605,4004
167631,2,1,1399,2605,4004
167677,1,999,120,107,227
167677,2,1,44,41,85
167677,4,3,76,66,142
167729,1,999,4870,10016,14886
167729,2,1,3747,5918,9665
167729,4,3,1123,4098,5221
167738,1,999,300,1599,1899
167738,2,1,300,1599,1899
167783,1,999,564,5699,6263
167783,2,1,0,2000,2000
167783,4,3,564,3699,4263
167792,1,999,187,266,453
167792,2,1,187,266,453
167835,1,999,86,3189,3275
167835,2,1,5,2718,2723
167835,4,3,81,471,552
167871,1,999,17,124,141
167871,2,1,17,124,141
167899,1,999,2156,3922,6078
167899,2,1,1707,2517,4224
167899,4,3,449,1405,1854
167905,1,999,4004,5406,9410
167905,2,1,4004,5406,9410
167987,1,999,5272,5276,10548
167987,2,1,4536,4286,8822
167987,4,3,736,990,1726
167996,1,999,1013,1509,2522
167996,2,1,1013,1509,2522
168005,1,999,4738,5918,10656
168005,2,1,2831,3670,6501
168005,4,3,1907,2248,4155
168032,1,999,3,77,80
168032,2,1,3,77,80
168148,1,999,5070,6130,11200
168148,2,1,2723,2890,5613
168148,4,3,2347,3240,5587
168218,1,999,91,2455,2546
168218,2,1,91,2455,2546
168227,1,999,3273,772,4045
168227,2,1,3174,726,3900
168227,4,3,99,46,145
168254,1,999,2305,1809,4114
168254,2,1,1759,1197,2956
168254,4,3,546,612,1158
168263,1,999,3068,3611,6679
168263,2,1,2700,2942,5642
168263,4,3,368,669,1037
168281,1,999,649,1026,1675
168281,2,1,649,1026,1675
168290,1,999,105,1100,1205
168290,2,1,83,725,808
168290,4,3,22,375,397
168342,1,999,1082,1177,2259
168342,2,1,1061,1142,2203
168342,4,3,21,35,56
168421,1,999,3870,1450,5320
168421,2,1,2544,993,3537
168421,4,3,1326,457,1783
168430,1,999,3148,6212,9360
168430,2,1,2592,3778,6370
168430,4,3,556,2434,2990
168519,1,999,0,29,29
168519,2,1,0,29,29
168528,1,999,893,777,1670
168528,2,1,893,777,1670
168546,1,999,841,917,1758
168546,2,1,841,917,1758
168555,1,999,0,94,94
168555,2,1,0,94,94
168573,1,999,945,18,963
168573,2,1,945,18,963
168591,1,999,654,818,1472
168591,2,1,654,818,1472
168607,1,999,1275,1516,2791
168607,2,1,1275,1516,2791
168740,1,999,2359,1977,4336
168740,2,1,1004,1247,2251
168740,4,3,1355,730,2085
168786,1,999,863,1609,2472
168786,2,1,772,1316,2088
168786,4,3,91,293,384
168838,1,999,1813,3015,4828
168838,2,1,1812,3011,4823
168838,4,3,1,4,5
168847,1,999,3634,6908,10542
168847,2,1,3628,6899,10527
168847,4,3,6,9,15
168883,1,999,1282,1837,3119
168883,2,1,1282,1837,3119
168892,1,999,14,133,147
168892,2,1,14,133,147
169080,1,999,2029,2455,4484
169080,2,1,1957,2307,4264
169080,4,3,72,148,220
169099,1,999,208,72,280
169099,4,3,208,72,280
169187,1,999,63,390,453
169187,2,1,63,390,453
169220,1,999,32,83,115
169220,4,3,32,83,115
169248,1,999,13689,18914,32603
169248,2,1,10093,12594,22687
169248,4,3,3596,6320,9916
169275,1,999,7302,10518,17820
169275,2,1,7302,10518,17820
169284,1,999,122,887,1009
169284,2,1,122,887,1009
169327,1,999,392,567,959
169327,2,1,328,473,801
169327,4,3,64,94,158
169363,1,999,382,552,934
169363,2,1,236,253,489
169363,4,3,146,299,445
169424,1,999,65,92,157
169424,4,3,65,92,157
169442,1,999,815,658,1473
169442,2,1,801,645,1446
169442,4,3,14,13,27
169479,1,999,5554,10513,16067
169479,2,1,4524,9201,13725
169479,4,3,1030,1312,2342
169503,1,999,21,341,362
169503,2,1,21,341,362
169521,1,999,7882,9233,17115
169521,2,1,7882,9233,17115
169567,1,999,17,259,276
169567,2,1,17,259,276
169576,1,999,9,203,212
169576,2,1,9,203,212
169628,1,999,591,378,969
169628,4,3,591,378,969
169655,1,999,1517,67,1584
169655,2,1,1517,67,1584
169716,1,999,2673,3822,6495
169716,2,1,1317,2382,3699
169716,4,3,1356,1440,2796
169734,1,999,89,474,563
169734,2,1,89,474,563
169761,1,999,75,585,660
169761,2,1,75,585,660
169798,1,999,11518,16549,28067
169798,2,1,8990,12034,21024
169798,4,3,2528,4515,7043
169910,1,999,7995,8243,16238
169910,2,1,7318,7295,14613
169910,4,3,677,948,1625
169947,1,999,77,6,83
169947,2,1,77,6,83
169974,1,999,1043,1628,2671
169974,2,1,1043,1628,2671
169983,1,999,2315,564,2879
169983,2,1,1886,396,2282
169983,4,3,429,168,597
169992,1,999,618,910,1528
169992,2,1,618,910,1528
170000,1,999,109,89,198
170000,2,1,109,89,198
170037,1,999,1499,1908,3407
170037,2,1,1017,1437,2454
170037,4,3,482,471,953
170046,1,999,350,1488,1838
170046,2,1,350,1488,1838
170055,1,999,11871,12743,24614
170055,2,1,11871,12743,24614
170082,1,999,11440,17436,28876
170082,2,1,9554,13530,23084
170082,4,3,1886,3906,5792
170091,1,999,154,119,273
170091,2,1,154,119,273
170240,1,999,11170,14399,25569
170240,2,1,11170,14399,25569
170301,1,999,1400,2091,3491
170301,2,1,1400,2091,3491
170417,1,999,1323,471,1794
170417,2,1,1323,471,1794
170444,1,999,4372,6758,11130
170444,2,1,4372,6758,11130
170514,1,999,11,145,156
170514,2,1,11,145,156
170532,1,999,604,795,1399
170532,2,1,604,795,1399
170541,1,999,8919,9403,18322
170541,2,1,8919,9403,18322
170550,1,999,6516,8132,14648
170550,2,1,6516,8132,14648
170587,1,999,1144,1773,2917
170587,2,1,1144,1773,2917
170611,1,999,8,253,261
170611,2,1,8,253,261
170620,1,999,2615,3746,6361
170620,2,1,2615,3746,6361
170639,1,999,1428,1550,2978
170639,2,1,1421,1522,2943
170639,4,3,7,28,35
170657,1,999,14190,16632,30822
170657,2,1,14190,16632,30822
170675,1,999,3800,1464,5264
170675,2,1,2648,795,3443
170675,4,3,1152,669,1821
170736,1,999,9,103,112
170736,2,1,9,103,112
170790,1,999,17175,18212,35387
170790,2,1,17175,18212,35387
170806,1,999,1519,4911,6430
170806,2,1,1077,3062,4139
170806,4,3,442,1849,2291
170842,1,999,747,2839,3586
170842,2,1,252,785,1037
170842,4,3,495,2054,2549
170967,1,999,481,659,1140
170967,2,1,467,655,1122
170967,4,3,14,4,18
170976,1,999,23067,20781,43848
170976,2,1,13735,13267,27002
170976,4,3,9332,7514,16846
171012,1,999,308,42,350
171012,2,1,308,42,350
171100,1,999,23924,27504,51428
171100,2,1,18143,19846,37989
171100,4,3,5781,7658,13439
171128,1,999,5783,2001,7784
171128,2,1,4675,1550,6225
171128,4,3,1108,451,1559
171137,1,999,5298,5512,10810
171137,2,1,4067,4429,8496
171137,4,3,1231,1083,2314
171146,1,999,3648,5931,9579
171146,2,1,3091,4838,7929
171146,4,3,557,1093,1650
171155,1,999,2911,4336,7247
171155,2,1,2911,4336,7247
171225,1,999,2745,3763,6508
171225,2,1,2745,3763,6508
171234,1,999,1117,2175,3292
171234,2,1,1117,2175,3292
171261,1,999,9,99,108
171261,2,1,9,99,108
171298,1,999,2758,5424,8182
171298,2,1,2754,5409,8163
171298,4,3,4,15,19
171304,1,999,3252,3878,7130
171304,2,1,3252,3878,7130
171313,1,999,328,1803,2131
171313,2,1,328,1803,2131
171322,1,999,740,1975,2715
171322,2,1,740,1975,2715
171395,1,999,1598,2912,4510
171395,2,1,1598,2912,4510
171456,1,999,5544,5970,11514
171456,2,1,5101,5142,10243
171456,4,3,443,828,1271
171465,1,999,1,67,68
171465,2,1,1,67,68
171483,1,999,2862,3528,6390
171483,2,1,2862,3528,6390
171492,1,999,2522,2112,4634
171492,2,1,2234,1942,4176
171492,4,3,288,170,458
171535,1,999,19129,24733,43862
171535,2,1,19129,24733,43862
171571,1,999,8698,14540,23238
171571,2,1,7174,11272,18446
171571,4,3,1524,3268,4792
171599,1,999,679,585,1264
171599,2,1,662,542,1204
171599,4,3,17,43,60
171775,1,999,12,140,152
171775,2,1,12,140,152
171881,1,999,177,190,367
171881,2,1,176,188,364
171881,4,3,1,2,3
171988,1,999,15,397,412
171988,2,1,15,397,412
171997,1,999,23,253,276
171997,2,1,23,253,276
172015,1,999,29,381,410
172015,2,1,29,381,410
172033,1,999,337,170,507
172033,2,1,191,113,304
172033,4,3,146,57,203
172051,1,999,5076,7690,12766
172051,2,1,4411,5983,10394
172051,4,3,665,1707,2372
172200,1,999,9149,11756,20905
172200,2,1,9149,11756,20905
172264,1,999,1239,1876,3115
172264,2,1,1116,1507,2623
172264,4,3,123,369,492
172291,1,999,2699,3842,6541
172291,2,1,2699,3842,6541
172307,1,999,1614,2588,4202
172307,2,1,1614,2588,4202
172325,1,999,670,351,1021
172325,2,1,670,351,1021
172334,1,999,1688,4694,6382
172334,2,1,1087,2404,3491
172334,4,3,601,2290,2891
172422,1,999,396,126,522
172422,2,1,396,126,522
172440,1,999,233,404,637
172440,2,1,233,404,637
172477,1,999,2329,2093,4422
172477,4,3,2329,2093,4422
172495,1,999,7,260,267
172495,2,1,7,260,267
172556,1,999,7,82,89
172556,2,1,7,82,89
172574,1,999,5,214,219
172574,2,1,5,214,219
172583,1,999,15,162,177
172583,2,1,15,162,177
172608,1,999,2230,2259,4489
172608,2,1,712,771,1483
172608,4,3,1518,1488,3006
172617,1,999,11649,11557,23206
172617,2,1,11649,11557,23206
172635,1,999,11197,23145,34342
172635,2,1,11197,23145,34342
172644,1,999,15366,21995,37361
172644,2,1,10085,13966,24051
172644,4,3,5281,8029,13310
172671,1,999,854,1356,2210
172671,2,1,854,1356,2210
172699,1,999,13702,14525,28227
172699,2,1,10973,10442,21415
172699,4,3,2729,4083,6812
172705,1,999,167,85,252
172705,4,3,167,85,252
172802,1,999,4,62,66
172802,2,1,4,62,66
172866,1,999,189,139,328
172866,2,1,189,139,328
172918,1,999,2082,1930,4012
172918,2,1,2082,1930,4012
172927,1,999,33,119,152
172927,2,1,33,119,152
172954,1,999,1416,2227,3643
172954,2,1,1416,2227,3643
172963,1,999,5023,7555,12578
172963,2,1,5023,7555,12578
172972,1,999,33,34,67
172972,2,1,33,34,67
173045,1,999,2014,2891,4905
173045,2,1,1612,2014,3626
173045,4,3,402,877,1279
173063,1,999,2541,2822,5363
173063,2,1,2541,2822,5363
173115,1,999,794,1749,2543
173115,2,1,794,1749,2543
173124,1,999,2997,3703,6700
173124,2,1,2688,3135,5823
173124,4,3,309,568,877
173142,1,999,291,382,673
173142,2,1,291,382,673
173160,1,999,1893,3136,5029
173160,2,1,1502,2392,3894
173160,4,3,391,744,1135
173179,1,999,569,306,875
173179,4,3,569,306,875
173203,1,999,2633,3429,6062
173203,2,1,2633,3429,6062
173258,1,999,990,1053,2043
173258,2,1,990,1053,2043
173300,1,999,1127,1758,2885
173300,2,1,1116,1726,2842
173300,4,3,11,32,43
173328,1,999,1301,2445,3746
173328,2,1,935,1391,2326
173328,4,3,366,1054,1420
173416,1,999,3382,2216,5598
173416,2,1,3382,2216,5598
173452,1,999,559,651,1210
173452,2,1,509,621,1130
173452,4,3,50,30,80
173461,1,999,4003,4682,8685
173461,2,1,4003,4682,8685
173470,1,999,6,69,75
173470,2,1,6,69,75
173489,1,999,105,489,594
173489,2,1,105,489,594
173559,1,999,3693,5526,9219
173559,2,1,3693,5526,9219
173629,1,999,598,1457,2055
173629,2,1,589,1437,2026
173629,4,3,9,20,29
173638,1,999,2336,2732,5068
173638,2,1,2336,2732,5068
173647,1,999,1069,1474,2543
173647,2,1,1069,1474,2543
173665,1,999,2709,5623,8332
173665,2,1,937,1198,2135
173665,4,3,1772,4425,6197
173683,1,999,64,86,150
173683,2,1,3,6,9
173683,4,3,61,80,141
173708,1,999,5280,3879,9159
173708,2,1,5280,3879,9159
173726,1,999,3,43,46
173726,2,1,3,43,46
173735,1,999,1058,1166,2224
173735,2,1,1058,1166,2224
173744,1,999,31,533,564
173744,2,1,31,533,564
173799,1,999,4015,5747,9762
173799,2,1,4015,5747,9762
173805,1,999,827,746,1573
173805,2,1,827,746,1573
173887,1,999,1082,1527,2609
173887,2,1,1082,1527,2609
173896,1,999,468,452,920
173896,4,3,468,452,920
173902,1,999,885,1237,2122
173902,2,1,885,1237,2122
173911,1,999,3064,3183,6247
173911,2,1,3064,3183,6247
173920,1,999,8128,9223,17351
173920,2,1,7146,7528,14674
173920,4,3,982,1695,2677
173939,1,999,7,266,273
173939,2,1,7,266,273
173957,1,999,128,131,259
173957,4,3,128,131,259
173966,1,999,93,291,384
173966,2,1,36,118,154
173966,4,3,57,173,230
173984,1,999,711,2505,3216
173984,2,1,432,1792,2224
173984,4,3,279,713,992
173993,1,999,1324,967,2291
173993,2,1,1324,967,2291
174020,1,999,4205,5808,10013
174020,2,1,3832,5119,8951
174020,4,3,373,689,1062
174066,1,999,30621,34592,65213
174066,2,1,20539,23290,43829
174066,4,3,10082,11302,21384
174075,1,999,1358,1305,2663
174075,2,1,1358,1305,2663
174118,1,999,111,282,393
174118,2,1,111,282,393
174127,1,999,338,446,784
174127,2,1,309,409,718
174127,4,3,29,37,66
174136,1,999,7045,7887,14932
174136,2,1,7045,7887,14932
174154,1,999,48,446,494
174154,2,1,48,446,494
174190,1,999,12,322,334
174190,2,1,12,322,334
174206,1,999,105,98,203
174206,2,1,105,98,203
174233,1,999,6361,6118,12479
174233,2,1,5850,5320,11170
174233,4,3,511,798,1309
174251,1,999,814,1057,1871
174251,2,1,814,1057,1871
174279,1,999,1011,1714,2725
174279,2,1,942,1641,2583
174279,4,3,69,73,142
174321,1,999,5,201,206
174321,2,1,5,201,206
174358,1,999,3686,5214,8900
174358,2,1,3469,4577,8046
174358,4,3,217,637,854
174376,1,999,4592,6098,10690
174376,2,1,4592,6098,10690
174385,1,999,179,595,774
174385,2,1,179,595,774
174394,1,999,1167,612,1779
174394,2,1,1167,612,1779
174428,1,999,6774,8339,15113
174428,2,1,6774,8339,15113
174437,1,999,586,758,1344
174437,2,1,586,758,1344
174473,1,999,2411,3411,5822
174473,2,1,2411,3411,5822
174482,1,999,108,27,135
174482,2,1,108,27,135
174491,1,999,1468,2117,3585
174491,2,1,1402,2068,3470
174491,4,3,66,49,115
174507,1,999,471,561,1032
174507,2,1,58,139,197
174507,4,3,413,422,835
174525,1,999,72,83,155
174525,2,1,72,83,155
174534,1,999,8,248,256
174534,2,1,8,248,256
174570,1,999,460,905,1365
174570,2,1,460,905,1365
174604,1,999,168,270,438
174604,2,1,168,270,438
174738,1,999,3330,4883,8213
174738,2,1,3330,4883,8213
174747,1,999,0,2159,2159
174747,2,1,0,2159,2159
174756,1,999,2891,3052,5943
174756,2,1,2891,3052,5943
174765,1,999,1,160,161
174765,2,1,1,160,161
174783,1,999,10376,11563,21939
174783,2,1,9313,9875,19188
174783,4,3,1063,1688,2751
174792,1,999,2050,83,2133
174792,2,1,1964,0,1964
174792,4,3,86,83,169
174817,1,999,3044,5421,8465
174817,2,1,1164,1302,2466
174817,4,3,1880,4119,5999
174844,1,999,1439,1773,3212
174844,2,1,1439,1773,3212
174862,1,999,600,774,1374
174862,2,1,477,697,1174
174862,4,3,123,77,200
174899,1,999,1341,3167,4508
174899,2,1,986,2233,3219
174899,4,3,355,934,1289
174914,1,999,6086,6215,12301
174914,2,1,3499,2973,6472
174914,4,3,2587,3242,5829
174932,1,999,66,133,199
174932,2,1,66,133,199
174978,1,999,11,323,334
174978,2,1,11,323,334
175005,1,999,295,5719,6014
175005,2,1,134,4183,4317
175005,4,3,161,1536,1697
175014,1,999,2250,7428,9678
175014,2,1,2250,7428,9678
175041,1,999,4278,5347,9625
175041,2,1,4278,5347,9625
175078,1,999,3314,4635,7949
175078,2,1,3072,4175,7247
175078,4,3,242,460,702
175120,1,999,321,104,425
175120,2,1,321,104,425
175139,1,999,67,126,193
175139,4,3,67,126,193
175157,1,999,582,297,879
175157,2,1,582,297,879
175227,1,999,1805,258,2063
175227,2,1,1805,258,2063
175236,1,999,2831,3180,6011
175236,2,1,2831,3180,6011
175263,1,999,1348,2085,3433
175263,2,1,1348,2085,3433
175272,1,999,3807,6041,9848
175272,2,1,3539,5371,8910
175272,4,3,268,670,938
175281,1,999,521,531,1052
175281,4,3,521,531,1052
175315,1,999,6673,8093,14766
175315,2,1,6673,8093,14766
175342,1,999,1255,2715,3970
175342,2,1,1041,2091,3132
175342,4,3,214,624,838
175421,1,999,1410,3051,4461
175421,2,1,1148,2240,3388
175421,4,3,262,811,1073
175430,1,999,197,430,627
175430,2,1,197,405,602
175430,4,3,0,25,25
175494,1,999,15,184,199
175494,2,1,15,184,199
175519,1,999,1187,2128,3315
175519,2,1,1187,2128,3315
175528,1,999,165,923,1088
175528,2,1,165,923,1088
175573,1,999,1837,3415,5252
175573,2,1,1837,3415,5252
175591,1,999,0,105,105
175591,2,1,0,105,105
175607,1,999,4,76,80
175607,2,1,4,76,80
175616,1,999,1818,3221,5039
175616,2,1,1453,2227,3680
175616,4,3,365,994,1359
175643,1,999,1293,2274,3567
175643,2,1,1293,2274,3567
175652,1,999,4005,5901,9906
175652,2,1,4005,5901,9906
175698,1,999,35,16,51
175698,2,1,35,16,51
175722,1,999,0,54,54
175722,2,1,0,54,54
175786,1,999,6105,10897,17002
175786,2,1,6105,10897,17002
175810,1,999,3460,6406,9866
175810,2,1,3460,6406,9866
175829,1,999,3405,6150,9555
175829,2,1,3405,6150,9555
175856,1,999,3670,6606,10276
175856,2,1,2957,4796,7753
175856,4,3,713,1810,2523
175883,1,999,3043,4212,7255
175883,2,1,3043,4212,7255
175935,1,999,1688,3683,5371
175935,2,1,1688,3683,5371
175980,1,999,627,599,1226
175980,2,1,542,529,1071
175980,4,3,85,70,155
176008,1,999,1690,2988,4678
176008,2,1,1690,2988,4678
176017,1,999,8612,9974,18586
176017,2,1,7209,8119,15328
176017,4,3,1403,1855,3258
176026,1,999,1002,1729,2731
176026,2,1,140,727,867
176026,4,3,862,1002,1864
176035,1,999,580,2586,3166
176035,2,1,536,2324,2860
176035,4,3,44,262,306
176044,1,999,1255,2241,3496
176044,2,1,1145,1863,3008
176044,4,3,110,378,488
176053,1,999,2100,3205,5305
176053,2,1,1269,1993,3262
176053,4,3,831,1212,2043
176062,1,999,4,125,129
176062,2,1,4,125,129
176071,1,999,5609,8568,14177
176071,2,1,5609,8568,14177
176080,1,999,10812,10331,21143
176080,2,1,8355,7834,16189
176080,4,3,2457,2497,4954
176169,1,999,1835,2653,4488
176169,2,1,1835,2653,4488
176178,1,999,4168,7356,11524
176178,2,1,4168,7356,11524
176239,1,999,3609,4710,8319
176239,2,1,3609,4710,8319
176318,1,999,430,721,1151
176318,2,1,430,721,1151
176336,1,999,63,33,96
176336,2,1,63,33,96
176354,1,999,1002,1899,2901
176354,2,1,1002,1899,2901
