UNITID,EFFYLEV,LSTUDY,EFYTOTLT,EFYTOTLM,EFYTOTLW
221148,1,999,3582,3475,107
221148,2,1,3582,3475,107
221157,1,999,368,13,355
221157,2,1,368,13,355
221184,1,999,14305,5619,8686
221184,2,1,14305,5619,8686
221236,1,999,425,261,164
221236,2,1,425,261,164
221254,1,999,207,21,186
221254,2,1,207,21,186
221281,1,999,551,218,333
221281,2,1,551,218,333
221290,1,999,263,13,250
221290,2,1,263,13,250
221333,1,999,702,475,227
221333,2,1,702,475,227
221351,1,999,1816,775,1041
221351,2,1,1798,762,1036
221351,4,3,18,13,5
221388,1,999,250,120,130
221388,2,1,250,120,130
221397,1,999,8900,3164,5736
221397,2,1,8900,3164,5736
221430,1,999,458,283,175
221430,2,1,458,283,175
221485,1,999,19989,6969,13020
221485,2,1,19989,6969,13020
221494,1,999,821,490,331
221494,2,1,821,490,331
221519,1,999,1761,829,932
221519,2,1,1546,717,829
221519,4,3,215,112,103
221582,1,999,761,351,410
221582,2,1,761,351,410
221591,1,999,811,489,322
221591,2,1,811,489,322
221607,1,999,371,198,173
221607,2,1,371,198,173
221616,1,999,749,444,305
221616,2,1,749,444,305
221625,1,999,1369,442,927
221625,2,1,1369,442,927
221634,1,999,277,179,98
221634,2,1,277,179,98
221643,1,999,15585,7298,8287
221643,2,1,15585,7298,8287
221661,1,999,3512,1496,2016
221661,2,1,2925,1311,1614
221661,4,3,587,185,402
221670,1,999,487,217,270
221670,4,3,487,217,270
221731,1,999,1206,403,803
221731,2,1,1206,403,803
221740,1,999,12015,5341,6674
221740,2,1,10106,4515,5591
221740,4,3,1909,826,1083
221759,1,999,32981,16482,16499
221759,2,1,23168,12001,11167
221759,4,3,9813,4481,5332
221768,1,999,9865,4101,5764
221768,2,1,9118,3849,5269
221768,4,3,747,252,495
221795,1,999,237,200,37
221795,2,1,237,200,37
221829,1,999,431,30,401
221829,2,1,431,30,401
221838,1,999,10416,3731,6685
221838,2,1,7816,2942,4874
221838,4,3,2600,789,1811
221847,1,999,12981,6362,6619
221847,2,1,10352,5490,4862
221847,4,3,2629,872,1757
221856,1,999,1325,682,643
221856,2,1,1003,424,579
221856,4,3,322,258,64
221892,1,999,3106,1139,1967
221892,2,1,1631,700,931
221892,4,3,1475,439,1036
221908,1,999,8785,3863,4922
221908,2,1,8785,3863,4922
221953,1,999,2512,978,1534
221953,2,1,2241,923,1318
221953,4,3,271,55,216
221971,1,999,5195,1977,3218
221971,2,1,3485,1429,2056
221971,4,3,1710,548,1162
221980,1,999,109,3,106
221980,2,1,109,3,106
221999,1,999,13500,6132,7368
221999,2,1,7000,3432,3568
221999,4,3,6500,2700,3800
222026,1,999,160,15,145
222026,2,1,160,15,145
222053,1,999,12351,4635,7716
222053,2,1,12351,4635,7716
222062,1,999,9093,3515,5578
222062,2,1,9093,3515,5578
222099,1,999,649,30,619
222099,2,1,649,30,619
222105,1,999,178,178,0
222105,2,1,178,178,0
222178,1,999,5120,2299,2821
222178,2,1,3963,1827,2136
222178,4,3,1157,472,685
222567,1,999,8787,4082,4705
222567,2,1,8787,4082,4705
222576,1,999,15823,6259,9564
222576,2,1,15823,6259,9564
222628,1,999,2392,846,1546
222628,2,1,544,218,326
222628,4,3,1848,628,1220
222673,1,999,344,42,302
222673,2,1,344,42,302
222682,1,999,437,88,349
222682,2,1,437,88,349
222691,1,999,410,41,369
222691,2,1,410,41,369
222707,1,999,252,12,240
222707,2,1,252,12,240
222761,1,999,1916,1837,79
222761,2,1,1916,1837,79
222822,1,999,8020,3024,4996
222822,2,1,8020,3024,4996
222831,1,999,7996,3415,4581
222831,2,1,6781,3037,3744
222831,4,3,1215,378,837
222877,1,999,266,147,119
222877,2,1,245,142,103
222877,4,3,21,5,16
222886,1,999,325,27,298
222886,2,1,325,27,298
222938,1,999,3379,1528,1851
222938,2,1,3379,1528,1851
222983,1,999,1338,596,742
222983,2,1,1317,592,725
222983,4,3,21,4,17
222992,1,999,77953,34752,43201
222992,2,1,77953,34752,43201
223001,1,999,183,83,100
223001,4,3,183,83,100
223056,1,999,128,11,117
223056,2,1,128,11,117
223083,1,999,556,123,433
223083,2,1,556,123,433
223117,1,999,134,112,22
223117,2,1,58,44,14
223117,4,3,76,68,8
223214,1,999,2115,945,1170
223214,2,1,251,28,223
223214,4,3,1864,917,947
223223,1,999,1489,690,799
223223,4,3,1489,690,799
223232,1,999,16083,7049,9034
223232,2,1,13217,5592,7625
223232,4,3,2866,1457,1409
223320,1,999,6203,2610,3593
223320,2,1,6203,2610,3593
223427,1,999,25552,12367,13185
223427,2,1,25552,12367,13185
223463,1,999,2110,514,1596
223463,2,1,2110,514,1596
223472,1,999,414,49,365
223472,2,1,414,49,365
223506,1,999,6528,3058,3470
223506,2,1,6528,3058,3470
223524,1,999,24479,10060,14419
223524,2,1,24479,10060,14419
223658,1,999,393,376,17
223658,2,1,393,376,17
223667,1,999,33,3,30
223667,2,1,33,3,30
223773,1,999,11673,4484,7189
223773,2,1,11673,4484,7189
223816,1,999,48781,27523,21258
223816,2,1,48781,27523,21258
223852,1,999,53,2,51
223852,2,1,53,2,51
223898,1,999,6591,2716,3875
223898,2,1,6591,2716,3875
223922,1,999,2061,1018,1043
223922,2,1,2061,1018,1043
224004,1,999,3240,933,2307
224004,2,1,1536,578,958
224004,4,3,1704,355,1349
224013,1,999,89,2,87
224013,2,1,89,2,87
224110,1,999,14381,6000,8381
224110,2,1,14381,6000,8381
224147,1,999,11785,4526,7259
224147,2,1,9366,3797,5569
224147,4,3,2419,729,1690
224156,1,999,460,41,419
224156,2,1,460,41,419
224183,1,999,1130,54,1076
224183,2,1,1130,54,1076
224226,1,999,6931,2747,4184
224226,2,1,4505,1846,2659
224226,4,3,2426,901,1525
224244,1,999,403,220,183
224244,2,1,387,214,173
224244,4,3,16,6,10
224271,1,999,216,120,96
224271,2,1,216,120,96
224305,1,999,2490,1729,761
224305,4,3,2490,1729,761
224323,1,999,3270,1784,1486
224323,2,1,1403,689,714
224323,4,3,1867,1095,772
224350,1,999,17098,7330,9768
224350,2,1,17098,7330,9768
224402,1,999,7434,4313,3121
224402,2,1,7434,4313,3121
224439,1,999,3124,561,2563
224439,2,1,3124,561,2563
224527,1,999,1273,637,636
224527,2,1,1273,637,636
224545,1,999,2510,717,1793
224545,2,1,1575,471,1104
224545,4,3,935,246,689
224554,1,999,13264,5223,8041
224554,2,1,7222,2825,4397
224554,4,3,6042,2398,3644
224572,1,999,23435,9325,14110
224572,2,1,23435,9325,14110
224615,1,999,19312,6466,12846
224615,2,1,19312,6466,12846
224642,1,999,41768,18012,23756
224642,2,1,41768,18012,23756
224660,1,999,894,453,441
224660,2,1,894,453,441
224679,1,999,1470,1193,277
224679,2,1,1470,1193,277
224712,1,999,141,50,91
224712,4,3,141,50,91
224758,1,999,117,7,110
224758,2,1,117,7,110
224776,1,999,2892,1318,1574
224776,2,1,2892,1318,1574
224828,1,999,276,33,243
224828,2,1,276,33,243
224891,1,999,1598,708,890
224891,2,1,1598,708,890
224907,1,999,170,4,166
224907,2,1,170,4,166
224961,1,999,3594,1448,2146
224961,2,1,3594,1448,2146
225070,1,999,7282,2836,4446
225070,2,1,7282,2836,4446
225201,1,999,1265,812,453
225201,2,1,1265,812,453
225247,1,999,2643,1210,1433
225247,2,1,2114,954,1160
225247,4,3,529,256,273
225308,1,999,11851,4925,6926
225308,2,1,11851,4925,6926
225371,1,999,6371,2489,3882
225371,2,1,6371,2489,3882
225399,1,999,2954,977,1977
225399,2,1,2462,839,1623
225399,4,3,492,138,354
225414,1,999,10338,3781,6557
225414,2,1,6082,2003,4079
225414,4,3,4256,1778,2478
225423,1,999,92869,38552,54317
225423,2,1,92869,38552,54317
225432,1,999,16341,6348,9993
225432,2,1,16154,6268,9886
225432,4,3,187,80,107
225502,1,999,5286,1863,3423
225502,2,1,2918,940,1978
225502,4,3,2368,923,1445
225511,1,999,45001,22532,22469
225511,2,1,35757,17894,17863
225511,4,3,9244,4638,4606
225520,1,999,6199,2305,3894
225520,2,1,6199,2305,3894
225548,1,999,1431,752,679
225548,2,1,1404,735,669
225548,4,3,27,17,10
225575,1,999,1059,512,547
225575,2,1,988,485,503
225575,4,3,71,27,44
225627,1,999,9153,3475,5678
225627,2,1,6884,2594,4290
225627,4,3,2269,881,1388
225779,1,999,464,170,294
225779,2,1,464,170,294
225788,1,999,358,174,184
225788,2,1,358,174,184
225849,1,999,1489,1245,244
225849,2,1,1489,1245,244
225858,1,999,1146,939,207
225858,2,1,1146,939,207
225876,1,999,562,207,355
225876,2,1,562,207,355
225885,1,999,570,298,272
225885,2,1,570,298,272
225991,1,999,313,172,141
225991,2,1,313,172,141
226019,1,999,9091,3454,5637
226019,2,1,9091,3454,5637
226091,1,999,18537,7143,11394
226091,2,1,11472,4639,6833
226091,4,3,7065,2504,4561
226107,1,999,3543,904,2639
226107,2,1,3543,904,2639
226116,1,999,3770,1283,2487
226116,2,1,3770,1283,2487
226125,1,999,224,4,220
226125,2,1,224,4,220
226134,1,999,13824,5935,7889
226134,2,1,13824,5935,7889
226152,1,999,8287,3327,4960
226152,2,1,6951,2826,4125
226152,4,3,1336,501,835
226204,1,999,9943,5154,4789
226204,2,1,9943,5154,4789
226231,1,999,4458,1851,2607
226231,2,1,3901,1700,2201
226231,4,3,557,151,406
226277,1,999,3326,3230,96
226277,2,1,3326,3230,96
226329,1,999,1260,858,402
226329,2,1,1260,858,402
226374,1,999,84,54,30
226374,2,1,84,54,30
226383,1,999,2592,1046,1546
226383,2,1,2019,857,1162
226383,4,3,573,189,384
226408,1,999,6235,2521,3714
226408,2,1,6235,2521,3714
226471,1,999,3302,1267,2035
226471,2,1,2888,1086,1802
226471,4,3,414,181,233
226578,1,999,14610,5199,9411
226578,2,1,14610,5199,9411
226587,1,999,1812,945,867
226587,2,1,1812,945,867
226675,1,999,380,72,308
226675,2,1,380,72,308
226772,1,999,162,15,147
226772,2,1,162,15,147
226806,1,999,11695,4957,6738
226806,2,1,11695,4957,6738
226833,1,999,7608,3178,4430
226833,2,1,6705,2875,3830
226833,4,3,903,303,600
226860,1,999,106,17,89
226860,2,1,106,17,89
226879,1,999,395,56,339
226879,2,1,395,56,339
226903,1,999,591,111,480
226903,2,1,591,111,480
226930,1,999,15107,5969,9138
226930,2,1,15107,5969,9138
227003,1,999,1705,736,969
227003,2,1,1705,736,969
227058,1,999,110,5,105
227058,2,1,110,5,105
227146,1,999,15272,6011,9261
227146,2,1,15272,6011,9261
227155,1,999,101,2,99
227155,2,1,101,2,99
227182,1,999,86966,35170,51796
227182,2,1,86966,35170,51796
227191,1,999,20817,9052,11765
227191,2,1,20817,9052,11765
227216,1,999,44140,19772,24368
227216,2,1,33914,15995,17919
227216,4,3,10226,3777,6449
227225,1,999,4418,1573,2845
227225,2,1,4418,1573,2845
227243,1,999,912,418,494
227243,2,1,829,374,455
227243,4,3,83,44,39
227289,1,999,191,138,53
227289,4,3,191,138,53
227298,1,999,739,704,35
227298,2,1,739,704,35
227304,1,999,7551,2965,4586
227304,2,1,7551,2965,4586
227313,1,999,488,20,468
227313,2,1,488,20,468
227322,1,999,530,19,511
227322,2,1,530,19,511
227331,1,999,2963,792,2171
227331,2,1,1702,452,1250
227331,4,3,1261,340,921
227368,1,999,23023,9947,13076
227368,2,1,19011,8368,10643
227368,4,3,4012,1579,2433
227377,1,999,18970,8007,10963
227377,2,1,17743,7578,10165
227377,4,3,1227,429,798
227386,1,999,3265,977,2288
227386,2,1,3265,977,2288
227401,1,999,8505,3279,5226
227401,2,1,8505,3279,5226
227429,1,999,272,133,139
227429,2,1,272,133,139
227526,1,999,9946,3896,6050
227526,2,1,7647,3228,4419
227526,4,3,2299,668,1631
227687,1,999,2309,1043,1266
227687,2,1,2309,1043,1266
227748,1,999,308,293,15
227748,2,1,308,293,15
227757,1,999,6503,3581,2922
227757,2,1,3768,1977,1791
227757,4,3,2735,1604,1131
227766,1,999,34627,15015,19612
227766,2,1,34627,15015,19612
227836,1,999,1460,596,864
227836,2,1,1460,596,864
227845,1,999,6109,2407,3702
227845,2,1,4909,1972,2937
227845,4,3,1200,435,765
227854,1,999,14847,6534,8313
227854,2,1,14847,6534,8313
227863,1,999,4430,1559,2871
227863,2,1,1800,715,1085
227863,4,3,2630,844,1786
227881,1,999,19710,8263,11447
227881,2,1,16226,7037,9189
227881,4,3,3484,1226,2258
227924,1,999,36718,15800,20918
227924,2,1,36718,15800,20918
227979,1,999,41792,18078,23714
227979,2,1,41792,18078,23714
228042,1,999,1263,523,740
228042,2,1,1205,510,695
228042,4,3,58,13,45
228088,1,999,90,8,82
228088,2,1,90,8,82
228149,1,999,4475,2081,2394
228149,2,1,2574,1096,1478
228149,4,3,1901,985,916
228158,1,999,14094,6503,7591
228158,2,1,14094,6503,7591
228185,1,999,69,51,18
228185,2,1,69,51,18
228194,1,999,1399,754,645
228194,4,3,1399,754,645
228200,1,999,1581,699,882
228200,2,1,1581,699,882
228219,1,999,2440,788,1652
228219,2,1,2440,788,1652
228246,1,999,12513,6377,6136
228246,2,1,6842,3246,3596
228246,4,3,5671,3131,2540
228282,1,999,523,35,488
228282,2,1,523,35,488
228291,1,999,43,39,4
228291,2,1,43,39,4
228316,1,999,8196,3489,4707
228316,2,1,8196,3489,4707
228325,1,999,2375,1236,1139
228325,2,1,1919,994,925
228325,4,3,456,242,214
228343,1,999,1423,561,862
228343,2,1,1423,561,862
228431,1,999,14939,5708,9231
228431,2,1,12670,4903,7767
228431,4,3,2269,805,1464
228459,1,999,36743,16083,20660
228459,2,1,30338,13681,16657
228459,4,3,6405,2402,4003
228468,1,999,1111,474,637
228468,2,1,998,433,565
228468,4,3,113,41,72
228486,1,999,256,132,124
228486,2,1,256,132,124
228501,1,999,4062,1624,2438
228501,2,1,2772,1176,1596
228501,4,3,1290,448,842
228529,1,999,13690,5515,8175
228529,2,1,10889,4572,6317
228529,4,3,2801,943,1858
228547,1,999,74833,31083,43750
228547,2,1,74833,31083,43750
228608,1,999,8593,2942,5651
228608,2,1,8593,2942,5651
228635,1,999,3078,1407,1671
228635,2,1,86,21,65
228635,4,3,2992,1386,1606
228644,1,999,3811,1484,2327
228644,2,1,1239,399,840
228644,4,3,2572,1085,1487
228653,1,999,3033,983,2050
228653,2,1,785,152,633
228653,4,3,2248,831,1417
228680,1,999,6754,5115,1639
228680,2,1,6754,5115,1639
228699,1,999,6226,2459,3767
228699,2,1,6226,2459,3767
228705,1,999,11927,5486,6441
228705,2,1,9084,4248,4836
228705,4,3,2843,1238,1605
228714,1,999,2147,1306,841
228714,2,1,2053,1266,787
228714,4,3,94,40,54
228723,1,999,51417,27630,23787
228723,2,1,40345,21215,19130
228723,4,3,11072,6415,4657
228769,1,999,45533,18886,26647
228769,2,1,34004,14060,19944
228769,4,3,11529,4826,6703
228778,1,999,55620,27543,28077
228778,2,1,41616,20320,21296
228778,4,3,14004,7223,6781
228787,1,999,20000,11204,8796
228787,2,1,12106,6731,5375
228787,4,3,7894,4473,3421
228796,1,999,26232,11910,14322
228796,2,1,21200,9610,11590
228796,4,3,5032,2300,2732
228802,1,999,7816,3241,4575
228802,2,1,5845,2472,3373
228802,4,3,1971,769,1202
228866,1,999,349,197,152
228866,4,3,349,197,152
228875,1,999,9771,4074,5697
228875,2,1,8321,3400,4921
228875,4,3,1450,674,776
228884,1,999,1081,592,489
228884,2,1,1031,563,468
228884,4,3,50,29,21
228909,1,999,1912,850,1062
228909,4,3,1912,850,1062
228981,1,999,1418,682,736
228981,2,1,1418,682,736
229018,1,999,5170,2028,3142
229018,2,1,3851,1541,2310
229018,4,3,1319,487,832
229027,1,999,35098,17523,17575
229027,2,1,29544,15081,14463
229027,4,3,5554,2442,3112
229036,1,999,936,187,749
229036,2,1,936,187,749
229063,1,999,11063,4687,6376
229063,2,1,8035,3510,4525
229063,4,3,3028,1177,1851
229115,1,999,35105,19273,15832
229115,2,1,27514,15316,12198
229115,4,3,7591,3957,3634
229151,1,999,223,134,89
229151,2,1,223,134,89
229160,1,999,3768,1465,2303
229160,2,1,2071,766,1305
229160,4,3,1697,699,998
229179,1,999,17458,1900,15558
229179,2,1,9077,823,8254
229179,4,3,8381,1077,7304
229267,1,999,2665,1224,1441
229267,2,1,2419,1134,1285
229267,4,3,246,90,156
229300,1,999,5124,1851,3273
229300,2,1,671,97,574
229300,4,3,4453,1754,2699
229319,1,999,8102,3692,4410
229319,2,1,8102,3692,4410
229328,1,999,2409,1432,977
229328,2,1,2409,1432,977
229337,1,999,4797,1499,3298
229337,2,1,1569,277,1292
229337,4,3,3228,1222,2006
229355,1,999,15806,6441,9365
229355,2,1,15806,6441,9365
229416,1,999,3728,3646,82
229416,2,1,3728,3646,82
229425,1,999,699,19,680
229425,2,1,699,19,680
229504,1,999,8655,3651,5004
229504,2,1,8655,3651,5004
229522,1,999,153,23,130
229522,2,1,153,23,130
229540,1,999,5975,2108,3867
229540,2,1,5975,2108,3867
229638,1,999,136,52,84
229638,2,1,136,52,84
229780,1,999,10677,5561,5116
229780,2,1,8070,4339,3731
229780,4,3,2607,1222,1385
229799,1,999,8153,3173,4980
229799,2,1,8153,3173,4980
229814,1,999,9232,4021,5211
229814,2,1,7243,3248,3995
229814,4,3,1989,773,1216
229832,1,999,4427,2133,2294
229832,2,1,4427,2133,2294
229841,1,999,10535,4485,6050
229841,2,1,10535,4485,6050
229887,1,999,1560,604,956
229887,2,1,1523,600,923
229887,4,3,37,4,33
229957,1,999,129,21,108
229957,2,1,129,21,108
230010,1,999,1473,706,767
230010,2,1,1473,706,767
230038,1,999,40203,21075,19128
230038,2,1,36069,18533,17536
230038,4,3,4134,2542,1592
230047,1,999,3678,1625,2053
230047,2,1,3678,1625,2053
230056,1,999,991,231,760
230056,2,1,989,229,760
230056,4,3,2,2,0
230065,1,999,449,13,436
230065,2,1,449,13,436
230092,1,999,3515,1481,2034
230092,2,1,3515,1481,2034
230135,1,999,85,8,77
230135,2,1,85,8,77
230144,1,999,81,3,78
230144,2,1,81,3,78
230162,1,999,8460,4675,3785
230162,2,1,8460,4675,3785
230171,1,999,11387,5497,5890
230171,2,1,11387,5497,5890
230199,1,999,89,3,86
230199,2,1,89,3,86
230205,1,999,50,1,49
230205,2,1,50,1,49
230214,1,999,492,70,422
230214,2,1,492,70,422
230223,1,999,99,16,83
230223,2,1,99,16,83
230366,1,999,795,290,505
230366,2,1,795,290,505
230384,1,999,1451,1207,244
230384,2,1,1451,1207,244
230418,1,999,2463,1337,1126
230418,2,1,2463,1337,1126
230472,1,999,864,202,662
230472,2,1,864,202,662
230490,1,999,4960,2833,2127
230490,2,1,4960,2833,2127
230597,1,999,5335,2551,2784
230597,2,1,5335,2551,2784
230603,1,999,13150,4684,8466
230603,2,1,11688,4133,7555
230603,4,3,1462,551,911
230621,1,999,1374,550,824
230621,2,1,1364,545,819
230621,4,3,10,5,5
230630,1,999,739,335,404
230630,2,1,739,335,404
230676,1,999,1036,504,532
230676,2,1,1036,504,532
230728,1,999,33517,15185,18332
230728,2,1,27528,12617,14911
230728,4,3,5989,2568,3421
230737,1,999,40697,23143,17554
230737,2,1,40596,23089,17507
230737,4,3,101,54,47
230746,1,999,50643,25022,25621
230746,2,1,50643,25022,25621
230764,1,999,37046,20506,16540
230764,2,1,29012,16010,13002
230764,4,3,8034,4496,3538
230782,1,999,31546,14998,16548
230782,2,1,30709,14545,16164
230782,4,3,837,453,384
230807,1,999,3829,1777,2052
230807,2,1,2685,1190,1495
230807,4,3,1144,587,557
230816,1,999,865,273,592
230816,2,1,693,228,465
230816,4,3,172,45,127
230825,1,999,244,132,112
230825,2,1,244,132,112
230834,1,999,3104,1238,1866
230834,2,1,2305,1062,1243
230834,4,3,799,176,623
230852,1,999,3386,1891,1495
230852,2,1,3007,1714,1293
230852,4,3,379,177,202
230861,1,999,11395,3701,7694
230861,2,1,11395,3701,7694
230889,1,999,998,298,700
230889,2,1,352,115,237
230889,4,3,646,183,463
230898,1,999,847,366,481
230898,2,1,758,339,419
230898,4,3,89,27,62
230913,1,999,2442,847,1595
230913,2,1,1997,748,1249
230913,4,3,445,99,346
230931,1,999,1764,850,914
230931,2,1,1532,814,718
230931,4,3,232,36,196
230940,1,999,326,167,159
230940,2,1,326,167,159
230959,1,999,4560,2048,2512
230959,2,1,3774,1806,1968
230959,4,3,786,242,544
230977,1,999,780,465,315
230977,2,1,780,465,315
230995,1,999,4123,2961,1162
230995,2,1,2396,1745,651
230995,4,3,1727,1216,511
231004,1,999,78,13,65
231004,2,1,78,13,65
231059,1,999,3466,1303,2163
231059,2,1,2117,1007,1110
231059,4,3,1349,296,1053
231068,1,999,606,169,437
231068,4,3,606,169,437
231077,1,999,536,169,367
231077,2,1,292,111,181
231077,4,3,244,58,186
231086,1,999,543,200,343
231086,2,1,543,200,343
231095,1,999,140,84,56
231095,2,1,140,84,56
231147,1,999,815,376,439
231147,4,3,815,376,439
231165,1,999,1966,1130,836
231165,2,1,1966,1130,836
231174,1,999,15923,6606,9317
231174,2,1,13752,5717,8035
231174,4,3,2171,889,1282
231280,1,999,162,21,141
231280,2,1,162,21,141
231411,1,999,1599,1553,46
231411,2,1,1599,1553,46
231420,1,999,971,522,449
231420,2,1,925,507,418
231420,4,3,46,15,31
231536,1,999,6984,3069,3915
231536,2,1,6984,3069,3915
231554,1,999,816,340,476
231554,2,1,816,340,476
231581,1,999,1737,726,1011
231581,2,1,1737,726,1011
231624,1,999,9117,4142,4975
231624,2,1,6425,2892,3533
231624,4,3,2692,1250,1442
231651,1,999,6320,2569,3751
231651,2,1,2548,948,1600
231651,4,3,3772,1621,2151
231688,1,999,51,2,49
231688,2,1,51,2,49
231697,1,999,7957,3718,4239
231697,2,1,7957,3718,4239
231712,1,999,5139,2204,2935
231712,2,1,4889,2132,2757
231712,4,3,250,72,178
231721,1,999,109,3,106
231721,2,1,109,3,106
231785,1,999,1369,285,1084
231785,2,1,1369,285,1084
231828,1,999,1632,275,1357
231828,2,1,1632,275,1357
231837,1,999,1200,205,995
231837,2,1,1000,173,827
231837,4,3,200,32,168
231873,1,999,2178,928,1250
231873,2,1,2178,928,1250
231882,1,999,6741,2809,3932
231882,2,1,6741,2809,3932
231970,1,999,884,352,532
231970,4,3,884,352,532
232016,1,999,3544,505,3039
232016,2,1,3544,505,3039
232025,1,999,1055,520,535
232025,2,1,993,499,494
232025,4,3,62,21,41
232043,1,999,2265,772,1493
232043,2,1,1270,447,823
232043,4,3,995,325,670
232052,1,999,1461,454,1007
232052,2,1,1461,454,1007
232089,1,999,1544,819,725
232089,2,1,1544,819,725
232186,1,999,45933,20234,25699
232186,2,1,29280,13775,15505
232186,4,3,16653,6459,10194
232195,1,999,10569,4029,6540
232195,2,1,10569,4029,6540
232256,1,999,1097,1088,9
232256,2,1,1097,1088,9
232265,1,999,6206,2270,3936
232265,2,1,5187,1896,3291
232265,4,3,1019,374,645
232308,1,999,1277,106,1171
232308,2,1,827,7,820
232308,4,3,450,99,351
232414,1,999,19620,7724,11896
232414,2,1,19620,7724,11896
232423,1,999,22093,8799,13294
232423,2,1,19492,8052,11440
232423,4,3,2601,747,1854
232450,1,999,14522,5842,8680
232450,2,1,14522,5842,8680
232502,1,999,1034,155,879
232502,2,1,1034,155,879
232557,1,999,77778,34769,43009
232557,2,1,46923,21107,25816
232557,4,3,30855,13662,17193
232566,1,999,5610,1643,3967
232566,2,1,4345,1523,2822
232566,4,3,1265,120,1145
232575,1,999,9511,3584,5927
232575,2,1,9511,3584,5927
232593,1,999,30,2,28
232593,2,1,30,2,28
232609,1,999,3185,1198,1987
232609,2,1,2404,955,1449
232609,4,3,781,243,538
232618,1,999,275,18,257
232618,2,1,275,18,257
232672,1,999,2075,199,1876
232672,2,1,1730,141,1589
232672,4,3,345,58,287
232681,1,999,6049,2126,3923
232681,2,1,4870,1791,3079
232681,4,3,1179,335,844
232706,1,999,4146,1100,3046
232706,2,1,2595,742,1853
232706,4,3,1551,358,1193
